Plot 1 FLIR USB Video,,,,,,
,,,,,,
,,,,Sp1.Value,Sp2.Value,Sp3.Value
Emissivity,,,,0.9499999881,0.9499999881,0.9499999881
Distance,,,,1,1,1
Reflected temperature,,,,19.9999939,19.9999939,19.9999939
Location X,,,,50,166,282
Location Y,,,,128,128,130
Size X,,,,,,
Size Y,,,,,,
Surface (pixels),,,,,,
,,,,,,
Date,Time,Milliseconds,Relative time,Sp1.Value,Sp2.Value,Sp3.Value
5/3/2018,10:26:04 AM,540,1287.027,36.0389595,38.82242584,40.15275955
5/3/2018,10:26:04 AM,810,1287.297,35.99336624,38.80013657,40.16378784
5/3/2018,10:26:05 AM,351,1287.838,36.09592819,38.77783966,40.14173126
5/3/2018,10:26:05 AM,621,1288.108,36.050354,38.77783966,40.09760666
5/3/2018,10:26:05 AM,891,1288.378,36.0617485,38.80013657,40.17481232
5/3/2018,10:26:06 AM,162,1288.649,36.10731888,38.81128311,40.17481232
5/3/2018,10:26:06 AM,432,1288.919,36.07314301,38.76669312,40.08657455
5/3/2018,10:26:06 AM,972,1289.459,36.18702316,38.80013657,40.19686508
5/3/2018,10:26:07 AM,243,1289.73,36.02756119,38.71092987,40.10863876
5/3/2018,10:26:07 AM,513,1290,36.09592819,38.77783966,40.21891022
5/3/2018,10:26:07 AM,783,1290.27,36.11870575,38.76669312,40.15275955
5/3/2018,10:26:08 AM,54,1290.541,36.050354,38.76669312,40.18584061
5/3/2018,10:26:08 AM,324,1290.811,36.07314301,38.75554276,40.16378784
5/3/2018,10:26:08 AM,594,1291.081,36.10731888,38.81128311,40.24095535
5/3/2018,10:26:08 AM,864,1291.351,36.02756119,38.83357239,40.17481232
5/3/2018,10:26:09 AM,405,1291.892,36.07314301,38.83357239,40.20788956
5/3/2018,10:26:09 AM,675,1292.162,36.00476456,38.75554276,40.15275955
5/3/2018,10:26:09 AM,945,1292.432,36.10731888,38.80013657,40.18584061
5/3/2018,10:26:10 AM,216,1292.703,36.02756119,38.78899002,40.18584061
5/3/2018,10:26:10 AM,486,1292.973,36.07314301,38.81128311,40.18584061
5/3/2018,10:26:10 AM,756,1293.243,36.050354,38.78899002,40.15275955
5/3/2018,10:26:11 AM,26,1293.513,36.07314301,38.77783966,40.10863876
5/3/2018,10:26:11 AM,567,1294.054,36.07314301,38.78899002,40.18584061
5/3/2018,10:26:11 AM,837,1294.324,36.02756119,38.76669312,40.15275955
5/3/2018,10:26:12 AM,108,1294.595,36.0617485,38.80013657,40.21891022
5/3/2018,10:26:12 AM,378,1294.865,36.050354,38.76669312,40.11967087
5/3/2018,10:26:12 AM,648,1295.135,35.99336624,38.7443924,40.13069916
5/3/2018,10:26:12 AM,918,1295.405,35.94775391,38.71092987,40.03139114
5/3/2018,10:26:13 AM,189,1295.676,36.02756119,38.71092987,40.07553864
5/3/2018,10:26:13 AM,729,1296.216,36.0389595,38.71092987,40.13069916
5/3/2018,10:26:13 AM,999,1296.486,35.99336624,38.68862152,40.0534668
5/3/2018,10:26:14 AM,270,1296.757,36.07314301,38.76669312,40.08657455
5/3/2018,10:26:14 AM,540,1297.027,36.13009644,38.78899002,40.13069916
5/3/2018,10:26:15 AM,81,1297.568,36.01616287,38.75554276,40.16378784
5/3/2018,10:26:15 AM,351,1297.838,35.98196411,38.7443924,40.04243088
5/3/2018,10:26:15 AM,621,1298.108,35.97056198,38.76669312,40.10863876
5/3/2018,10:26:15 AM,891,1298.378,36.050354,38.81128311,40.0534668
5/3/2018,10:26:16 AM,162,1298.649,36.01616287,38.76669312,40.07553864
5/3/2018,10:26:16 AM,432,1298.919,36.00476456,38.77783966,40.04243088
5/3/2018,10:26:16 AM,702,1299.189,36.0617485,38.73323822,40.11967087
5/3/2018,10:26:16 AM,972,1299.459,36.10731888,38.76669312,40.10863876
5/3/2018,10:26:17 AM,513,1300,35.95915604,38.76669312,40.13069916
5/3/2018,10:26:17 AM,783,1300.27,36.07314301,38.80013657,40.14173126
5/3/2018,10:26:18 AM,54,1300.541,35.98196411,38.80013657,40.11967087
5/3/2018,10:26:18 AM,324,1300.811,36.01616287,38.76669312,40.10863876
5/3/2018,10:26:18 AM,594,1301.081,35.95915604,38.72208405,40.17481232
5/3/2018,10:26:19 AM,135,1301.622,36.07314301,38.78899002,40.21891022
5/3/2018,10:26:19 AM,405,1301.892,36.0389595,38.77783966,40.17481232
5/3/2018,10:26:19 AM,675,1302.162,36.02756119,38.81128311,40.21891022
5/3/2018,10:26:19 AM,945,1302.432,36.07314301,38.77783966,40.16378784
5/3/2018,10:26:20 AM,216,1302.703,36.050354,38.80013657,40.15275955
5/3/2018,10:26:20 AM,486,1302.973,36.13009644,38.83357239,40.10863876
5/3/2018,10:26:20 AM,756,1303.243,36.00476456,38.7443924,40.10863876
5/3/2018,10:26:21 AM,297,1303.784,35.99336624,38.7443924,40.09760666
5/3/2018,10:26:21 AM,567,1304.054,35.93634796,38.73323822,40.04243088
5/3/2018,10:26:21 AM,837,1304.324,36.00476456,38.77783966,40.14173126
5/3/2018,10:26:22 AM,108,1304.595,35.97056198,38.6997757,40.02035141
5/3/2018,10:26:22 AM,378,1304.865,35.90212631,38.72208405,40.06450272
5/3/2018,10:26:22 AM,918,1305.405,35.85647964,38.6997757,40.00931168
5/3/2018,10:26:23 AM,189,1305.676,36.0389595,38.7443924,40.07553864
5/3/2018,10:26:23 AM,459,1305.946,36.0617485,38.78899002,40.14173126
5/3/2018,10:26:23 AM,729,1306.216,35.94775391,38.77783966,40.06450272
5/3/2018,10:26:23 AM,999,1306.486,35.95915604,38.76669312,40.13069916
5/3/2018,10:26:24 AM,270,1306.757,36.00476456,38.71092987,40.08657455
5/3/2018,10:26:24 AM,540,1307.027,35.94775391,38.68862152,40.0534668
5/3/2018,10:26:25 AM,81,1307.568,35.94775391,38.66630554,39.98722839
5/3/2018,10:26:25 AM,351,1307.838,35.94775391,38.68862152,39.99827194
5/3/2018,10:26:25 AM,621,1308.108,35.99336624,38.72208405,39.97618484
5/3/2018,10:26:25 AM,891,1308.378,36.01616287,38.75554276,40.10863876
5/3/2018,10:26:26 AM,432,1308.919,35.97056198,38.77783966,40.16378784
5/3/2018,10:26:26 AM,702,1309.189,36.02756119,38.82242584,40.10863876
5/3/2018,10:26:26 AM,972,1309.459,36.00476456,38.7443924,40.0534668
5/3/2018,10:26:27 AM,243,1309.73,35.95915604,38.75554276,40.07553864
5/3/2018,10:26:27 AM,513,1310,35.98196411,38.78899002,40.06450272
5/3/2018,10:26:27 AM,783,1310.27,36.0389595,38.80013657,40.2519722
5/3/2018,10:26:28 AM,54,1310.541,36.07314301,38.75554276,40.18584061
5/3/2018,10:26:28 AM,324,1310.811,36.0389595,38.78899002,40.07553864
5/3/2018,10:26:28 AM,864,1311.351,36.00476456,38.71092987,40.08657455
5/3/2018,10:26:29 AM,135,1311.622,36.00476456,38.7443924,40.11967087
5/3/2018,10:26:29 AM,405,1311.892,35.97056198,38.71092987,40.09760666
5/3/2018,10:26:29 AM,675,1312.162,35.95915604,38.67746353,40.06450272
5/3/2018,10:26:29 AM,945,1312.432,36.01616287,38.7443924,40.11967087
5/3/2018,10:26:30 AM,486,1312.973,35.98196411,38.75554276,40.04243088
5/3/2018,10:26:30 AM,756,1313.243,35.95915604,38.76669312,40.15275955
5/3/2018,10:26:31 AM,26,1313.513,36.01616287,38.73323822,40.07553864
5/3/2018,10:26:31 AM,297,1313.784,36.01616287,38.7443924,40.11967087
5/3/2018,10:26:31 AM,567,1314.054,35.97056198,38.73323822,40.06450272
5/3/2018,10:26:31 AM,837,1314.324,36.050354,38.75554276,40.11967087
5/3/2018,10:26:32 AM,108,1314.595,36.0389595,38.75554276,40.15275955
5/3/2018,10:26:32 AM,648,1315.135,36.050354,38.77783966,40.18584061
5/3/2018,10:26:32 AM,918,1315.405,36.07314301,38.78899002,40.10863876
5/3/2018,10:26:33 AM,189,1315.676,36.0617485,38.75554276,40.14173126
5/3/2018,10:26:33 AM,459,1315.946,36.00476456,38.73323822,40.06450272
5/3/2018,10:26:33 AM,729,1316.216,35.99336624,38.7443924,40.13069916
5/3/2018,10:26:33 AM,999,1316.486,36.02756119,38.76669312,40.14173126
5/3/2018,10:26:34 AM,540,1317.027,35.97056198,38.78899002,40.15275955
5/3/2018,10:26:34 AM,810,1317.297,36.050354,38.81128311,40.16378784
5/3/2018,10:26:35 AM,81,1317.568,36.0389595,38.84471512,40.14173126
5/3/2018,10:26:35 AM,351,1317.838,36.08453369,38.85585785,40.19686508
5/3/2018,10:26:35 AM,621,1318.108,36.0389595,38.84471512,40.21891022
5/3/2018,10:26:36 AM,162,1318.649,36.00476456,38.78899002,40.21891022
5/3/2018,10:26:36 AM,432,1318.919,36.050354,38.80013657,40.17481232
5/3/2018,10:26:36 AM,702,1319.189,36.07314301,38.82242584,40.14173126
5/3/2018,10:26:36 AM,972,1319.459,36.01616287,38.81128311,40.17481232
5/3/2018,10:26:37 AM,243,1319.73,36.050354,38.84471512,40.20788956
5/3/2018,10:26:37 AM,513,1320,36.02756119,38.81128311,40.14173126
5/3/2018,10:26:37 AM,783,1320.27,35.99336624,38.81128311,40.14173126
5/3/2018,10:26:38 AM,54,1320.541,36.0389595,38.85585785,40.09760666
5/3/2018,10:26:38 AM,594,1321.081,36.11870575,38.83357239,40.19686508
5/3/2018,10:26:38 AM,864,1321.351,35.94775391,38.82242584,40.13069916
5/3/2018,10:26:39 AM,135,1321.622,35.92494202,38.81128311,40.15275955
5/3/2018,10:26:39 AM,405,1321.892,36.00476456,38.81128311,40.18584061
5/3/2018,10:26:39 AM,945,1322.432,35.99336624,38.78899002,40.15275955
5/3/2018,10:26:40 AM,216,1322.703,36.00476456,38.84471512,40.15275955
5/3/2018,10:26:40 AM,486,1322.973,36.00476456,38.85585785,40.14173126
5/3/2018,10:26:40 AM,756,1323.243,35.99336624,38.84471512,40.16378784
5/3/2018,10:26:41 AM,297,1323.784,36.09592819,38.82242584,40.15275955
5/3/2018,10:26:41 AM,567,1324.054,36.0389595,38.83357239,40.15275955
5/3/2018,10:26:41 AM,837,1324.324,36.02756119,38.85585785,40.15275955
5/3/2018,10:26:42 AM,108,1324.595,36.02756119,38.82242584,40.17481232
5/3/2018,10:26:42 AM,378,1324.865,36.01616287,38.84471512,40.24095535
5/3/2018,10:26:42 AM,648,1325.135,35.99336624,38.85585785,40.28503036
5/3/2018,10:26:42 AM,918,1325.405,36.01616287,38.81128311,40.18584061
5/3/2018,10:26:43 AM,459,1325.946,35.98196411,38.81128311,40.17481232
5/3/2018,10:26:43 AM,729,1326.216,36.01616287,38.77783966,40.26299286
5/3/2018,10:26:43 AM,999,1326.486,36.01616287,38.80013657,40.21891022
5/3/2018,10:26:44 AM,270,1326.757,36.050354,38.78899002,40.14173126
5/3/2018,10:26:44 AM,540,1327.027,36.02756119,38.82242584,40.11967087
5/3/2018,10:26:44 AM,810,1327.297,36.0389595,38.78899002,40.18584061
5/3/2018,10:26:45 AM,351,1327.838,36.00476456,38.83357239,40.20788956
5/3/2018,10:26:45 AM,621,1328.108,35.90212631,38.73323822,40.10863876
5/3/2018,10:26:45 AM,891,1328.378,35.97056198,38.72208405,40.09760666
5/3/2018,10:26:46 AM,162,1328.649,35.97056198,38.72208405,40.08657455
5/3/2018,10:26:46 AM,432,1328.919,35.90212631,38.76669312,40.09760666
5/3/2018,10:26:46 AM,702,1329.189,35.8336525,38.71092987,40.06450272
5/3/2018,10:26:46 AM,972,1329.459,35.8336525,38.65514755,39.99827194
5/3/2018,10:26:47 AM,243,1329.73,35.90212631,38.71092987,39.99827194
5/3/2018,10:26:47 AM,783,1330.27,35.90212631,38.7443924,40.13069916
5/3/2018,10:26:48 AM,54,1330.541,35.93634796,38.71092987,40.07553864
5/3/2018,10:26:48 AM,324,1330.811,35.87930679,38.72208405,40.04243088
5/3/2018,10:26:48 AM,594,1331.081,35.99336624,38.71092987,40.09760666
5/3/2018,10:26:48 AM,864,1331.351,35.94775391,38.73323822,40.06450272
5/3/2018,10:26:49 AM,135,1331.622,35.98196411,38.73323822,40.07553864
5/3/2018,10:26:49 AM,675,1332.162,36.01616287,38.77783966,40.11967087
5/3/2018,10:26:49 AM,945,1332.432,36.0389595,38.77783966,40.24095535
5/3/2018,10:26:50 AM,216,1332.703,35.98196411,38.72208405,40.08657455
5/3/2018,10:26:50 AM,486,1332.973,36.00476456,38.7443924,40.13069916
5/3/2018,10:26:50 AM,756,1333.243,35.92494202,38.6997757,40.06450272
5/3/2018,10:26:51 AM,26,1333.513,35.85647964,38.67746353,40.00931168
5/3/2018,10:26:51 AM,297,1333.784,35.85647964,38.68862152,40.06450272
5/3/2018,10:26:51 AM,567,1334.054,35.95915604,38.77783966,40.08657455
5/3/2018,10:26:51 AM,837,1334.324,35.91353607,38.77783966,40.10863876
5/3/2018,10:26:52 AM,378,1334.865,35.95915604,38.75554276,40.14173126
5/3/2018,10:26:52 AM,648,1335.135,35.95915604,38.7443924,40.04243088
5/3/2018,10:26:52 AM,918,1335.405,35.98196411,38.78899002,40.16378784
5/3/2018,10:26:53 AM,189,1335.676,36.09592819,38.78899002,40.19686508
5/3/2018,10:26:53 AM,459,1335.946,36.18702316,38.83357239,40.3290863
5/3/2018,10:26:53 AM,999,1336.486,36.07314301,38.81128311,40.24095535
5/3/2018,10:26:54 AM,270,1336.757,36.00476456,38.80013657,40.24095535
5/3/2018,10:26:54 AM,540,1337.027,36.08453369,38.76669312,40.22993469
5/3/2018,10:26:54 AM,810,1337.297,36.02756119,38.75554276,40.18584061
5/3/2018,10:26:55 AM,81,1337.568,36.07314301,38.80013657,40.22993469
5/3/2018,10:26:55 AM,351,1337.838,35.94775391,38.6997757,40.04243088
5/3/2018,10:26:55 AM,891,1338.378,35.97056198,38.7443924,40.13069916
5/3/2018,10:26:56 AM,162,1338.649,35.95915604,38.73323822,40.08657455
5/3/2018,10:26:56 AM,432,1338.919,35.94775391,38.73323822,40.08657455
5/3/2018,10:26:56 AM,702,1339.189,35.98196411,38.78899002,40.19686508
5/3/2018,10:26:56 AM,972,1339.459,35.99336624,38.76669312,40.14173126
5/3/2018,10:26:57 AM,243,1339.73,36.050354,38.84471512,40.21891022
5/3/2018,10:26:57 AM,513,1340,36.17564011,38.8781395,40.38414001
5/3/2018,10:26:57 AM,783,1340.27,36.09592819,38.84471512,40.22993469
5/3/2018,10:26:58 AM,54,1340.541,36.11870575,38.88927841,40.30706024
5/3/2018,10:26:58 AM,594,1341.081,36.08453369,38.88927841,40.26299286
5/3/2018,10:26:58 AM,864,1341.351,36.050354,38.84471512,40.28503036
5/3/2018,10:26:59 AM,135,1341.622,36.0617485,38.85585785,40.22993469
5/3/2018,10:26:59 AM,405,1341.892,36.0389595,38.82242584,40.21891022
5/3/2018,10:26:59 AM,945,1342.432,36.07314301,38.84471512,40.18584061
5/3/2018,10:27:00 AM,216,1342.703,36.15287018,38.88927841,40.24095535
5/3/2018,10:27:00 AM,486,1342.973,36.10731888,38.85585785,40.2519722
5/3/2018,10:27:00 AM,756,1343.243,36.0389595,38.77783966,40.21891022
5/3/2018,10:27:01 AM,26,1343.513,36.0389595,38.78899002,40.19686508
5/3/2018,10:27:01 AM,297,1343.784,36.13009644,38.83357239,40.30706024
5/3/2018,10:27:01 AM,567,1344.054,36.15287018,38.88927841,40.3290863
5/3/2018,10:27:01 AM,837,1344.324,36.24392319,38.91155243,40.35111237
5/3/2018,10:27:02 AM,378,1344.865,36.18702316,38.93382263,40.3731308
5/3/2018,10:27:02 AM,648,1345.135,36.26667404,38.94495773,40.41716003
5/3/2018,10:27:02 AM,918,1345.405,36.16425323,38.88927841,40.30706024
5/3/2018,10:27:03 AM,189,1345.676,36.17564011,38.95609283,40.39514923
5/3/2018,10:27:03 AM,459,1345.946,36.15287018,38.94495773,40.39514923
5/3/2018,10:27:03 AM,729,1346.216,36.19840622,38.88927841,40.40615463
5/3/2018,10:27:03 AM,999,1346.486,36.10731888,38.8781395,40.39514923
5/3/2018,10:27:04 AM,540,1347.027,36.16425323,38.88927841,40.36212158
5/3/2018,10:27:04 AM,810,1347.297,36.10731888,38.8781395,40.30706024
5/3/2018,10:27:05 AM,81,1347.568,36.15287018,38.88927841,40.28503036
5/3/2018,10:27:05 AM,351,1347.838,36.11870575,38.88927841,40.30706024
5/3/2018,10:27:05 AM,621,1348.108,36.10731888,38.8781395,40.35111237
5/3/2018,10:27:05 AM,891,1348.378,36.14148331,38.91155243,40.35111237
5/3/2018,10:27:06 AM,162,1348.649,36.20978546,38.96722412,40.40615463
5/3/2018,10:27:06 AM,432,1348.919,36.15287018,38.91155243,40.26299286
5/3/2018,10:27:06 AM,972,1349.459,36.10731888,38.85585785,40.3290863
5/3/2018,10:27:07 AM,243,1349.73,36.15287018,38.91155243,40.36212158
5/3/2018,10:27:07 AM,513,1350,36.13009644,38.8781395,40.3290863
5/3/2018,10:27:07 AM,783,1350.27,36.15287018,38.90041351,40.31807327
5/3/2018,10:27:08 AM,324,1350.811,36.17564011,38.86699677,40.26299286
5/3/2018,10:27:08 AM,594,1351.081,36.08453369,38.93382263,40.3290863
5/3/2018,10:27:08 AM,864,1351.351,36.11870575,38.93382263,40.31807327
5/3/2018,10:27:09 AM,135,1351.622,36.15287018,38.93382263,40.35111237
5/3/2018,10:27:09 AM,405,1351.892,36.07314301,38.90041351,40.2960434
5/3/2018,10:27:09 AM,675,1352.162,36.09592819,38.90041351,40.31807327
5/3/2018,10:27:10 AM,216,1352.703,36.07314301,38.88927841,40.3290863
5/3/2018,10:27:10 AM,486,1352.973,36.14148331,38.8781395,40.3290863
5/3/2018,10:27:10 AM,756,1353.243,36.07314301,38.81128311,40.17481232
5/3/2018,10:27:11 AM,26,1353.513,36.14148331,38.77783966,40.20788956
5/3/2018,10:27:11 AM,567,1354.054,36.07314301,38.81128311,40.21891022
5/3/2018,10:27:11 AM,837,1354.324,36.15287018,38.86699677,40.24095535
5/3/2018,10:27:12 AM,108,1354.595,36.10731888,38.8781395,40.30706024
5/3/2018,10:27:12 AM,378,1354.865,36.13009644,38.83357239,40.20788956
5/3/2018,10:27:12 AM,648,1355.135,36.08453369,38.84471512,40.34009933
5/3/2018,10:27:12 AM,918,1355.405,36.01616287,38.77783966,40.26299286
5/3/2018,10:27:13 AM,459,1355.946,35.98196411,38.78899002,40.2740097
5/3/2018,10:27:13 AM,729,1356.216,35.94775391,38.73323822,40.13069916
5/3/2018,10:27:13 AM,999,1356.486,35.92494202,38.7443924,40.18584061
5/3/2018,10:27:14 AM,270,1356.757,35.99336624,38.71092987,40.21891022
5/3/2018,10:27:14 AM,540,1357.027,36.0389595,38.75554276,40.15275955
5/3/2018,10:27:15 AM,81,1357.568,35.93634796,38.78899002,40.19686508
5/3/2018,10:27:15 AM,351,1357.838,36.01616287,38.80013657,40.2519722
5/3/2018,10:27:15 AM,621,1358.108,36.02756119,38.80013657,40.26299286
5/3/2018,10:27:15 AM,891,1358.378,36.01616287,38.82242584,40.21891022
5/3/2018,10:27:16 AM,162,1358.649,35.99336624,38.83357239,40.2740097
5/3/2018,10:27:16 AM,432,1358.919,35.95915604,38.78899002,40.16378784
5/3/2018,10:27:16 AM,702,1359.189,35.97056198,38.75554276,40.24095535
5/3/2018,10:27:17 AM,243,1359.73,36.01616287,38.80013657,40.28503036
5/3/2018,10:27:17 AM,513,1360,35.99336624,38.80013657,40.26299286
5/3/2018,10:27:17 AM,783,1360.27,36.0617485,38.85585785,40.28503036
5/3/2018,10:27:18 AM,54,1360.541,36.08453369,38.88927841,40.31807327
5/3/2018,10:27:18 AM,594,1361.081,36.09592819,38.90041351,40.35111237
5/3/2018,10:27:18 AM,864,1361.351,36.08453369,38.88927841,40.2960434
5/3/2018,10:27:19 AM,135,1361.622,36.0389595,38.8781395,40.30706024
5/3/2018,10:27:19 AM,405,1361.892,35.99336624,38.85585785,40.21891022
5/3/2018,10:27:19 AM,675,1362.162,36.02756119,38.84471512,40.28503036
5/3/2018,10:27:19 AM,945,1362.432,36.07314301,38.83357239,40.2519722
5/3/2018,10:27:20 AM,486,1362.973,36.02756119,38.83357239,40.24095535
5/3/2018,10:27:20 AM,756,1363.243,36.0617485,38.81128311,40.20788956
5/3/2018,10:27:21 AM,26,1363.513,36.07314301,38.82242584,40.26299286
5/3/2018,10:27:21 AM,297,1363.784,36.11870575,38.81128311,40.2740097
5/3/2018,10:27:21 AM,567,1364.054,36.07314301,38.73323822,40.19686508
5/3/2018,10:27:21 AM,837,1364.324,36.0389595,38.77783966,40.24095535
5/3/2018,10:27:22 AM,108,1364.595,35.99336624,38.68862152,40.16378784
5/3/2018,10:27:22 AM,378,1364.865,35.95915604,38.71092987,40.19686508
5/3/2018,10:27:22 AM,918,1365.405,35.90212631,38.72208405,40.11967087
5/3/2018,10:27:23 AM,189,1365.676,35.99336624,38.75554276,40.21891022
5/3/2018,10:27:23 AM,459,1365.946,36.01616287,38.77783966,40.24095535
5/3/2018,10:27:23 AM,729,1366.216,36.10731888,38.85585785,40.3290863
5/3/2018,10:27:23 AM,999,1366.486,36.050354,38.84471512,40.3290863
5/3/2018,10:27:24 AM,270,1366.757,36.0617485,38.77783966,40.22993469
5/3/2018,10:27:24 AM,540,1367.027,35.98196411,38.78899002,40.26299286
5/3/2018,10:27:24 AM,810,1367.297,36.00476456,38.76669312,40.24095535
5/3/2018,10:27:25 AM,81,1367.568,36.07314301,38.78899002,40.28503036
5/3/2018,10:27:25 AM,621,1368.108,35.97056198,38.76669312,40.19686508
5/3/2018,10:27:25 AM,891,1368.378,36.00476456,38.82242584,40.2740097
5/3/2018,10:27:26 AM,162,1368.649,36.08453369,38.8781395,40.31807327
5/3/2018,10:27:26 AM,432,1368.919,36.01616287,38.81128311,40.30706024
5/3/2018,10:27:26 AM,702,1369.189,36.02756119,38.84471512,40.30706024
5/3/2018,10:27:26 AM,972,1369.459,36.0389595,38.83357239,40.26299286
5/3/2018,10:27:27 AM,243,1369.73,36.07314301,38.82242584,40.26299286
5/3/2018,10:27:27 AM,783,1370.27,35.95915604,38.81128311,40.26299286
5/3/2018,10:27:28 AM,54,1370.541,36.01616287,38.76669312,40.08657455
5/3/2018,10:27:28 AM,324,1370.811,36.08453369,38.8781395,40.34009933
5/3/2018,10:27:28 AM,594,1371.081,36.09592819,38.88927841,40.2519722
5/3/2018,10:27:28 AM,864,1371.351,36.02756119,38.8781395,40.26299286
5/3/2018,10:27:29 AM,405,1371.892,36.13009644,38.91155243,40.26299286
5/3/2018,10:27:29 AM,675,1372.162,36.07314301,38.93382263,40.30706024
5/3/2018,10:27:29 AM,945,1372.432,36.20978546,38.94495773,40.38414001
5/3/2018,10:27:30 AM,216,1372.703,36.10731888,38.91155243,40.26299286
5/3/2018,10:27:30 AM,486,1372.973,36.09592819,38.8781395,40.31807327
5/3/2018,10:27:30 AM,756,1373.243,36.15287018,38.94495773,40.28503036
5/3/2018,10:27:31 AM,26,1373.513,36.11870575,38.84471512,40.2960434
5/3/2018,10:27:31 AM,567,1374.054,36.0617485,38.86699677,40.2519722
5/3/2018,10:27:31 AM,837,1374.324,36.050354,38.90041351,40.2960434
5/3/2018,10:27:32 AM,108,1374.595,36.08453369,38.85585785,40.21891022
5/3/2018,10:27:32 AM,378,1374.865,36.11870575,38.8781395,40.26299286
5/3/2018,10:27:32 AM,648,1375.135,36.02756119,38.8781395,40.17481232
5/3/2018,10:27:33 AM,189,1375.676,35.97056198,38.81128311,40.18584061
5/3/2018,10:27:33 AM,459,1375.946,36.050354,38.84471512,40.26299286
5/3/2018,10:27:33 AM,729,1376.216,36.0389595,38.82242584,40.26299286
5/3/2018,10:27:33 AM,999,1376.486,36.08453369,38.85585785,40.20788956
5/3/2018,10:27:34 AM,270,1376.757,36.11870575,38.86699677,40.24095535
5/3/2018,10:27:34 AM,540,1377.027,36.10731888,38.85585785,40.2519722
5/3/2018,10:27:35 AM,81,1377.568,36.10731888,38.85585785,40.28503036
5/3/2018,10:27:35 AM,351,1377.838,36.14148331,38.91155243,40.3290863
5/3/2018,10:27:35 AM,621,1378.108,36.16425323,38.88927841,40.34009933
5/3/2018,10:27:35 AM,891,1378.378,36.16425323,38.91155243,40.34009933
5/3/2018,10:27:36 AM,162,1378.649,36.17564011,38.91155243,40.31807327
5/3/2018,10:27:36 AM,702,1379.189,36.2211647,38.93382263,40.2960434
5/3/2018,10:27:36 AM,972,1379.459,36.24392319,38.91155243,40.3731308
5/3/2018,10:27:37 AM,243,1379.73,36.2211647,38.94495773,40.36212158
5/3/2018,10:27:37 AM,513,1380,36.15287018,38.92268753,40.3290863
5/3/2018,10:27:38 AM,54,1380.541,36.0617485,38.84471512,40.20788956
5/3/2018,10:27:38 AM,324,1380.811,36.0617485,38.86699677,40.18584061
5/3/2018,10:27:38 AM,594,1381.081,36.13009644,38.92268753,40.22993469
5/3/2018,10:27:38 AM,864,1381.351,36.13009644,38.92268753,40.2960434
5/3/2018,10:27:39 AM,135,1381.622,36.13009644,38.90041351,40.28503036
5/3/2018,10:27:39 AM,675,1382.162,36.15287018,38.86699677,40.24095535
5/3/2018,10:27:39 AM,945,1382.432,36.13009644,38.8781395,40.31807327
5/3/2018,10:27:40 AM,216,1382.703,36.07314301,38.83357239,40.2519722
5/3/2018,10:27:40 AM,486,1382.973,36.07314301,38.8781395,40.2519722
5/3/2018,10:27:40 AM,756,1383.243,36.07314301,38.85585785,40.2519722
5/3/2018,10:27:41 AM,26,1383.513,36.07314301,38.88927841,40.2740097
5/3/2018,10:27:41 AM,567,1384.054,36.13009644,38.86699677,40.22993469
5/3/2018,10:27:41 AM,837,1384.324,36.0617485,38.84471512,40.19686508
5/3/2018,10:27:42 AM,108,1384.595,36.15287018,38.88927841,40.24095535
5/3/2018,10:27:42 AM,378,1384.865,36.17564011,38.93382263,40.34009933
5/3/2018,10:27:42 AM,648,1385.135,36.19840622,38.96722412,40.35111237
5/3/2018,10:27:42 AM,918,1385.405,36.18702316,38.95609283,40.3290863
5/3/2018,10:27:43 AM,459,1385.946,36.16425323,38.92268753,40.2960434
5/3/2018,10:27:43 AM,729,1386.216,36.20978546,38.95609283,40.38414001
5/3/2018,10:27:43 AM,999,1386.486,36.18702316,38.95609283,40.28503036
5/3/2018,10:27:44 AM,270,1386.757,36.24392319,38.98948669,40.39514923
5/3/2018,10:27:44 AM,540,1387.027,36.19840622,38.95609283,40.35111237
5/3/2018,10:27:44 AM,810,1387.297,36.26667404,39.02286911,40.34009933
5/3/2018,10:27:45 AM,81,1387.568,36.23254395,38.95609283,40.28503036
5/3/2018,10:27:45 AM,351,1387.838,36.19840622,38.92268753,40.31807327
5/3/2018,10:27:45 AM,891,1388.378,36.2211647,38.92268753,40.30706024
5/3/2018,10:27:46 AM,162,1388.649,36.17564011,38.93382263,40.3290863
5/3/2018,10:27:46 AM,432,1388.919,36.2211647,38.95609283,40.36212158
5/3/2018,10:27:46 AM,702,1389.189,36.24392319,39.03399658,40.38414001
5/3/2018,10:27:46 AM,972,1389.459,36.09592819,38.92268753,40.2960434
5/3/2018,10:27:47 AM,243,1389.73,36.14148331,38.93382263,40.30706024
5/3/2018,10:27:47 AM,783,1390.27,36.15287018,38.93382263,40.2740097
5/3/2018,10:27:48 AM,54,1390.541,36.23254395,38.93382263,40.3290863
5/3/2018,10:27:48 AM,324,1390.811,36.13009644,38.94495773,40.35111237
5/3/2018,10:27:48 AM,594,1391.081,36.14148331,38.95609283,40.36212158
5/3/2018,10:27:48 AM,864,1391.351,36.07314301,38.95609283,40.3290863
5/3/2018,10:27:49 AM,135,1391.622,36.0389595,38.93382263,40.35111237
5/3/2018,10:27:49 AM,405,1391.892,36.09592819,38.92268753,40.2519722
5/3/2018,10:27:49 AM,945,1392.432,36.08453369,38.88927841,40.2519722
