Plot 1 FLIR USB Video,,,,,,
,,,,,,
,,,,Sp1.Value,Sp2.Value,Sp3.Value
Emissivity,,,,0.9499999881,0.9499999881,0.9499999881
Distance,,,,1,1,1
Reflected temperature,,,,19.9999939,19.9999939,19.9999939
Location X,,,,50,166,282
Location Y,,,,128,128,130
Size X,,,,,,
Size Y,,,,,,
Surface (pixels),,,,,,
,,,,,,
Date,Time,Milliseconds,Relative time,Sp1.Value,Sp2.Value,Sp3.Value
5/3/2018,10:06:17 AM,783,100.27,27.72416878,29.24168015,32.676754
5/3/2018,10:06:18 AM,54,100.541,27.72416878,29.28991508,32.676754
5/3/2018,10:06:18 AM,324,100.811,27.66305351,29.24168015,32.68846893
5/3/2018,10:06:18 AM,594,101.081,27.5651989,29.1089325,32.489151
5/3/2018,10:06:19 AM,135,101.622,27.49175453,29.03646088,32.45394516
5/3/2018,10:06:19 AM,405,101.892,27.49175453,29.07270241,32.52434921
5/3/2018,10:06:19 AM,675,102.162,27.44276428,29.07270241,32.52434921
5/3/2018,10:06:19 AM,945,102.432,27.45501328,29.07270241,32.51261902
5/3/2018,10:06:20 AM,216,102.703,27.60190392,29.13307953,32.60643768
5/3/2018,10:06:20 AM,486,102.973,27.55296135,29.12100792,32.58298874
5/3/2018,10:06:21 AM,27,103.514,27.55296135,29.15722275,32.60643768
5/3/2018,10:06:21 AM,297,103.784,27.57743454,29.217556,32.66503906
5/3/2018,10:06:21 AM,567,104.054,27.54072189,29.16929245,32.5478096
5/3/2018,10:06:21 AM,837,104.324,27.58967018,29.13307953,32.60643768
5/3/2018,10:06:22 AM,108,104.595,27.54072189,29.18136024,32.59471512
5/3/2018,10:06:22 AM,378,104.865,27.6997261,29.217556,32.676754
5/3/2018,10:06:22 AM,918,105.405,27.6508255,29.25374222,32.68846893
5/3/2018,10:06:23 AM,189,105.676,27.62636757,29.24168015,32.66503906
5/3/2018,10:06:23 AM,459,105.946,27.68750381,29.22961998,32.70018387
5/3/2018,10:06:23 AM,729,106.216,27.68750381,29.25374222,32.68846893
5/3/2018,10:06:23 AM,999,106.486,27.57743454,29.18136024,32.676754
5/3/2018,10:06:24 AM,270,106.757,27.60190392,29.22961998,32.71189499
5/3/2018,10:06:24 AM,540,107.027,27.6508255,29.19342613,32.70018387
5/3/2018,10:06:24 AM,810,107.297,27.66305351,29.217556,32.70018387
5/3/2018,10:06:25 AM,81,107.568,27.72416878,29.27785873,32.72360992
5/3/2018,10:06:25 AM,621,108.108,27.6508255,29.25374222,32.82896423
5/3/2018,10:06:25 AM,891,108.378,27.72416878,29.24168015,32.79385757
5/3/2018,10:06:26 AM,162,108.649,27.6508255,29.28991508,32.79385757
5/3/2018,10:06:26 AM,432,108.919,27.57743454,29.22961998,32.73532104
5/3/2018,10:06:26 AM,702,109.189,27.57743454,29.25374222,32.74702835
5/3/2018,10:06:26 AM,972,109.459,27.63859749,29.25374222,32.79385757
5/3/2018,10:06:27 AM,243,109.73,27.68750381,29.26580048,32.77044678
5/3/2018,10:06:27 AM,513,110,27.61413574,29.22961998,32.676754
5/3/2018,10:06:27 AM,783,110.27,27.60190392,29.217556,32.676754
5/3/2018,10:06:28 AM,324,110.811,27.6508255,29.28991508,32.73532104
5/3/2018,10:06:28 AM,594,111.081,27.63859749,29.24168015,32.70018387
5/3/2018,10:06:28 AM,864,111.351,27.68750381,29.31402588,32.72360992
5/3/2018,10:06:29 AM,135,111.622,27.66305351,29.31402588,32.77044678
5/3/2018,10:06:29 AM,405,111.892,27.63859749,29.33813095,32.77044678
5/3/2018,10:06:29 AM,675,112.162,27.71194839,29.32607841,32.80556107
5/3/2018,10:06:30 AM,216,112.703,27.68750381,29.35018158,32.78215027
5/3/2018,10:06:30 AM,486,112.973,27.66305351,29.30197144,32.77044678
5/3/2018,10:06:30 AM,756,113.243,27.68750381,29.37427902,32.80556107
5/3/2018,10:06:31 AM,27,113.514,27.66305351,29.38632584,32.82896423
5/3/2018,10:06:31 AM,297,113.784,27.68750381,29.35018158,32.85236359
5/3/2018,10:06:31 AM,837,114.324,27.68750381,29.3622303,32.88745499
5/3/2018,10:06:32 AM,108,114.595,27.68750381,29.3622303,32.88745499
5/3/2018,10:06:32 AM,378,114.865,27.7608242,29.39837074,32.93422699
5/3/2018,10:06:32 AM,648,115.135,27.77303886,29.42245865,32.92253876
5/3/2018,10:06:32 AM,918,115.405,27.74860764,29.39837074,32.86406326
5/3/2018,10:06:33 AM,189,115.676,27.71194839,29.37427902,32.9108429
5/3/2018,10:06:33 AM,459,115.946,27.73638916,29.42245865,32.9692955
5/3/2018,10:06:33 AM,999,116.486,27.7608242,29.47061729,32.95760727
5/3/2018,10:06:34 AM,270,116.757,27.72416878,29.39837074,32.92253876
5/3/2018,10:06:34 AM,540,117.027,27.74860764,29.48265457,32.92253876
5/3/2018,10:06:34 AM,810,117.297,27.68750381,29.43449974,32.95760727
5/3/2018,10:06:35 AM,81,117.568,27.77303886,29.47061729,33.00435257
5/3/2018,10:06:35 AM,351,117.838,27.73638916,29.48265457,32.95760727
5/3/2018,10:06:35 AM,621,118.108,27.71194839,29.45858002,32.93422699
5/3/2018,10:06:35 AM,891,118.378,27.78525352,29.51875877,33.01603699
5/3/2018,10:06:36 AM,432,118.919,27.79746628,29.54281998,33.03939819
5/3/2018,10:06:36 AM,702,119.189,27.73638916,29.48265457,32.94591904
5/3/2018,10:06:36 AM,972,119.459,27.80967903,29.51875877,32.98098373
5/3/2018,10:06:37 AM,243,119.73,27.77303886,29.51875877,32.98098373
5/3/2018,10:06:37 AM,513,120,27.84630585,29.57890511,33.09778976
5/3/2018,10:06:37 AM,783,120.27,27.83409691,29.54281998,33.03939819
5/3/2018,10:06:38 AM,54,120.541,27.85851097,29.57890511,33.03939819
5/3/2018,10:06:38 AM,594,121.081,27.87071609,29.60295677,33.08611298
5/3/2018,10:06:38 AM,864,121.351,27.77303886,29.54281998,33.07443619
5/3/2018,10:06:39 AM,135,121.622,27.79746628,29.54281998,33.09778976
5/3/2018,10:06:39 AM,405,121.892,27.85851097,29.61497879,33.12113571
5/3/2018,10:06:39 AM,675,122.162,27.87071609,29.62700081,33.12113571
5/3/2018,10:06:39 AM,945,122.432,27.83409691,29.62700081,33.07443619
5/3/2018,10:06:40 AM,486,122.973,27.82188797,29.65104103,33.0627594
5/3/2018,10:06:40 AM,756,123.243,27.89512253,29.67507744,33.12113571
5/3/2018,10:06:41 AM,27,123.514,27.84630585,29.62700081,33.08611298
5/3/2018,10:06:41 AM,297,123.784,27.84630585,29.66305923,33.12113571
5/3/2018,10:06:41 AM,567,124.054,27.83409691,29.61497879,33.08611298
5/3/2018,10:06:41 AM,837,124.324,27.93172264,29.68709373,33.21448135
5/3/2018,10:06:42 AM,378,124.865,27.87071609,29.65104103,33.12113571
5/3/2018,10:06:42 AM,648,125.135,27.89512253,29.68709373,33.15615082
5/3/2018,10:06:42 AM,918,125.405,27.83409691,29.63902283,33.14447784
5/3/2018,10:06:43 AM,189,125.676,27.83409691,29.61497879,33.08611298
5/3/2018,10:06:43 AM,459,125.946,27.88292122,29.61497879,33.07443619
5/3/2018,10:06:43 AM,729,126.216,27.89512253,29.69910812,33.21448135
5/3/2018,10:06:44 AM,270,126.757,27.85851097,29.67507744,33.14447784
5/3/2018,10:06:44 AM,540,127.027,28.00488853,29.78317642,33.29610062
5/3/2018,10:06:44 AM,810,127.297,27.94392014,29.73514366,33.21448135
5/3/2018,10:06:45 AM,81,127.568,27.90732384,29.68709373,33.14447784
5/3/2018,10:06:45 AM,351,127.838,27.93172264,29.71112061,33.2261467
5/3/2018,10:06:45 AM,621,128.108,27.91952515,29.72313309,33.17948532
5/3/2018,10:06:45 AM,891,128.378,28.00488853,29.78317642,33.26112747
5/3/2018,10:06:46 AM,432,128.919,27.98050499,29.77116966,33.2844429
5/3/2018,10:06:46 AM,702,129.189,28.02926636,29.7591629,33.27278519
5/3/2018,10:06:46 AM,972,129.459,28.00488853,29.80718422,33.2844429
5/3/2018,10:06:47 AM,243,129.73,28.00488853,29.8311882,33.37766266
5/3/2018,10:06:47 AM,513,130,28.04145432,29.80718422,33.35436249
5/3/2018,10:06:48 AM,54,130.541,27.98050499,29.79518127,33.26112747
5/3/2018,10:06:48 AM,324,130.811,27.99269867,29.80718422,33.30775452
5/3/2018,10:06:48 AM,594,131.081,28.02926636,29.84318733,33.36601257
5/3/2018,10:06:48 AM,864,131.351,28.02926636,29.81918716,33.31940842
5/3/2018,10:06:49 AM,135,131.622,28.02926636,29.81918716,33.35436249
5/3/2018,10:06:49 AM,405,131.892,28.10237122,29.86718369,33.41260147
5/3/2018,10:06:49 AM,675,132.162,28.09018898,29.90316772,33.38930893
5/3/2018,10:06:49 AM,945,132.432,28.0170784,29.85518646,33.33106232
5/3/2018,10:06:50 AM,486,132.973,27.99269867,29.8311882,33.36601257
5/3/2018,10:06:50 AM,756,133.243,28.0170784,29.84318733,33.4009552
5/3/2018,10:06:51 AM,27,133.514,28.05364037,29.84318733,33.35436249
5/3/2018,10:06:51 AM,297,133.784,28.09018898,29.90316772,33.47080994
5/3/2018,10:06:51 AM,567,134.054,28.06582451,29.879179,33.42424393
5/3/2018,10:06:51 AM,837,134.324,28.13890457,29.90316772,33.50572205
5/3/2018,10:06:52 AM,108,134.595,28.12672806,29.92715263,33.54062271
5/3/2018,10:06:52 AM,648,135.135,28.19976997,29.99907494,33.57551193
5/3/2018,10:06:52 AM,918,135.405,28.19976997,30.05897522,33.6336441
5/3/2018,10:06:53 AM,189,135.676,28.21193886,30.02303886,33.54062271
5/3/2018,10:06:53 AM,459,135.946,28.21193886,29.98709106,33.6336441
5/3/2018,10:06:53 AM,729,136.216,28.11454964,29.93914223,33.52898788
5/3/2018,10:06:53 AM,999,136.486,28.10237122,29.96311951,33.52898788
5/3/2018,10:06:54 AM,540,137.027,28.13890457,29.96311951,33.48244858
5/3/2018,10:06:54 AM,810,137.297,28.10237122,29.95113182,33.44752884
5/3/2018,10:06:55 AM,81,137.568,28.17542839,30.0110569,33.51735687
5/3/2018,10:06:55 AM,351,137.838,28.22410774,30.07095146,33.64526749
5/3/2018,10:06:55 AM,621,138.108,28.15108109,29.98709106,33.54062271
5/3/2018,10:06:55 AM,891,138.378,28.15108109,29.98709106,33.55225372
5/3/2018,10:06:56 AM,432,138.919,28.13890457,30.02303886,33.59877014
5/3/2018,10:06:56 AM,702,139.189,28.17542839,30.0110569,33.59877014
5/3/2018,10:06:56 AM,972,139.459,28.12672806,29.99907494,33.54062271
5/3/2018,10:06:57 AM,243,139.73,28.22410774,30.03501892,33.56388474
5/3/2018,10:06:57 AM,513,140,28.23627472,30.04699707,33.58714294
5/3/2018,10:06:57 AM,783,140.27,28.23627472,30.04699707,33.61039352
5/3/2018,10:06:58 AM,54,140.541,28.21193886,30.05897522,33.6336441
5/3/2018,10:06:58 AM,594,141.081,28.21193886,30.09490204,33.56388474
5/3/2018,10:06:58 AM,864,141.351,28.13890457,30.02303886,33.55225372
5/3/2018,10:06:59 AM,135,141.622,28.15108109,30.07095146,33.61039352
5/3/2018,10:06:59 AM,405,141.892,28.18759918,30.07095146,33.57551193
5/3/2018,10:06:59 AM,675,142.162,28.17542839,30.0829277,33.58714294
5/3/2018,10:06:59 AM,945,142.432,28.16325569,30.04699707,33.56388474
5/3/2018,10:07:00 AM,216,142.703,28.18759918,30.04699707,33.58714294
5/3/2018,10:07:00 AM,756,143.243,28.19976997,30.10687447,33.57551193
5/3/2018,10:07:01 AM,27,143.514,28.22410774,30.07095146,33.61039352
5/3/2018,10:07:01 AM,297,143.784,28.22410774,30.10687447,33.66850662
5/3/2018,10:07:01 AM,567,144.054,28.23627472,30.16672134,33.71497726
5/3/2018,10:07:02 AM,108,144.595,28.27276611,30.16672134,33.77304077
5/3/2018,10:07:02 AM,378,144.865,28.3214035,30.20261383,33.74982071
5/3/2018,10:07:02 AM,648,145.135,28.29708862,30.19065094,33.70336151
5/3/2018,10:07:02 AM,918,145.405,28.37002182,30.20261383,33.83107758
5/3/2018,10:07:03 AM,189,145.676,28.29708862,30.20261383,33.77304077
5/3/2018,10:07:03 AM,459,145.946,28.34571648,30.26241112,33.80786514
5/3/2018,10:07:03 AM,729,146.216,28.40647316,30.32217979,33.77304077
5/3/2018,10:07:03 AM,999,146.486,28.30924606,30.25045395,33.79626083
5/3/2018,10:07:04 AM,540,147.027,28.28492737,30.2265377,33.72659302
5/3/2018,10:07:04 AM,810,147.297,28.29708862,30.20261383,33.72659302
5/3/2018,10:07:05 AM,81,147.568,28.3214035,30.21457672,33.73820877
5/3/2018,10:07:05 AM,351,147.838,28.30924606,30.23849678,33.74982071
5/3/2018,10:07:05 AM,621,148.108,28.38217354,30.25045395,33.80786514
5/3/2018,10:07:05 AM,891,148.378,28.38217354,30.28632164,33.84268188
5/3/2018,10:07:06 AM,162,148.649,28.37002182,30.26241112,33.80786514
5/3/2018,10:07:06 AM,702,149.189,28.39432335,30.2982769,33.81947327
5/3/2018,10:07:06 AM,972,149.459,28.39432335,30.2982769,33.81947327
5/3/2018,10:07:07 AM,243,149.73,28.23627472,30.21457672,33.73820877
5/3/2018,10:07:07 AM,513,150,28.28492737,30.2265377,33.83107758
5/3/2018,10:07:07 AM,783,150.27,28.27276611,30.2265377,33.78465271
5/3/2018,10:07:08 AM,324,150.811,28.28492737,30.20261383,33.76143265
5/3/2018,10:07:08 AM,594,151.081,28.3214035,30.23849678,33.79626083
5/3/2018,10:07:08 AM,864,151.351,28.29708862,30.25045395,33.81947327
5/3/2018,10:07:09 AM,135,151.622,28.30924606,30.26241112,33.80786514
5/3/2018,10:07:09 AM,405,151.892,28.24843979,30.20261383,33.74982071
5/3/2018,10:07:09 AM,675,152.162,28.26060295,30.20261383,33.70336151
5/3/2018,10:07:09 AM,945,152.432,28.24843979,30.20261383,33.81947327
5/3/2018,10:07:10 AM,216,152.703,28.30924606,30.2265377,33.77304077
5/3/2018,10:07:10 AM,486,152.973,28.33356094,30.23849678,33.83107758
5/3/2018,10:07:11 AM,27,153.514,28.3578701,30.25045395,33.73820877
5/3/2018,10:07:11 AM,297,153.784,28.3214035,30.2982769,33.86588287
5/3/2018,10:07:11 AM,567,154.054,28.27276611,30.25045395,33.78465271
5/3/2018,10:07:11 AM,837,154.324,28.38217354,30.2982769,33.87748337
5/3/2018,10:07:12 AM,108,154.595,28.3578701,30.27436829,33.85428238
5/3/2018,10:07:12 AM,378,154.865,28.43076515,30.32217979,33.97024918
5/3/2018,10:07:12 AM,648,155.135,28.46719742,30.38191605,34.0281868
5/3/2018,10:07:13 AM,189,155.676,28.49147797,30.41774368,33.99342728
5/3/2018,10:07:13 AM,459,155.946,28.5157547,30.40580177,34.07452011
5/3/2018,10:07:13 AM,729,156.216,28.57642174,30.47743225,34.07452011
5/3/2018,10:07:13 AM,999,156.486,28.5400238,30.41774368,34.08610153
5/3/2018,10:07:14 AM,270,156.757,28.5400238,30.42968369,34.05135727
5/3/2018,10:07:14 AM,540,157.027,28.50361633,30.41774368,34.00501633
5/3/2018,10:07:14 AM,810,157.297,28.58855057,30.47743225,34.10926056
5/3/2018,10:07:15 AM,351,157.838,28.5400238,30.44162369,34.12083817
5/3/2018,10:07:15 AM,621,158.108,28.564291,30.54901886,34.13241196
5/3/2018,10:07:15 AM,891,158.378,28.5157547,30.48936653,34.08610153
5/3/2018,10:07:16 AM,162,158.649,28.46719742,30.47743225,34.03977203
5/3/2018,10:07:16 AM,432,158.919,28.43076515,30.44162369,34.01660156
5/3/2018,10:07:16 AM,702,159.189,28.63705635,30.60864067,34.23654556
5/3/2018,10:07:17 AM,243,159.73,28.69766045,30.6205616,34.24811172
5/3/2018,10:07:17 AM,513,160,28.68554306,30.63248062,34.30591965
5/3/2018,10:07:17 AM,783,160.27,28.68554306,30.6205616,34.30591965
5/3/2018,10:07:18 AM,54,160.541,28.69766045,30.65631676,34.32903671
5/3/2018,10:07:18 AM,324,160.811,28.74612236,30.66823387,34.29436111
5/3/2018,10:07:18 AM,594,161.081,28.72189331,30.64439964,34.31747818
5/3/2018,10:07:18 AM,864,161.351,28.69766045,30.65631676,34.27123642
5/3/2018,10:07:19 AM,135,161.622,28.63705635,30.6205616,34.21341324
5/3/2018,10:07:19 AM,675,162.162,28.66130257,30.6205616,34.27123642
5/3/2018,10:07:19 AM,945,162.432,28.63705635,30.6205616,34.24811172
5/3/2018,10:07:20 AM,216,162.703,28.64917946,30.65631676,34.36370087
5/3/2018,10:07:20 AM,486,162.973,28.69766045,30.70397377,34.35214615
5/3/2018,10:07:20 AM,756,163.243,28.67342377,30.66823387,34.24811172
5/3/2018,10:07:21 AM,27,163.514,28.67342377,30.66823387,34.37525177
5/3/2018,10:07:21 AM,297,163.784,28.63705635,30.65631676,34.24811172
5/3/2018,10:07:21 AM,837,164.324,28.6006794,30.59671974,34.27123642
5/3/2018,10:07:22 AM,108,164.595,28.64917946,30.65631676,34.28279877
5/3/2018,10:07:22 AM,378,164.865,28.61280632,30.6205616,34.24811172
5/3/2018,10:07:22 AM,648,165.135,28.67342377,30.68014717,34.29436111
5/3/2018,10:07:22 AM,918,165.405,28.6006794,30.66823387,34.28279877
5/3/2018,10:07:23 AM,189,165.676,28.62493324,30.66823387,34.29436111
5/3/2018,10:07:23 AM,459,165.946,28.62493324,30.65631676,34.30591965
5/3/2018,10:07:23 AM,999,166.486,28.68554306,30.66823387,34.31747818
5/3/2018,10:07:24 AM,270,166.757,28.58855057,30.6205616,34.2249794
5/3/2018,10:07:24 AM,540,167.027,28.63705635,30.60864067,34.28279877
5/3/2018,10:07:24 AM,810,167.297,28.69766045,30.64439964,34.28279877
5/3/2018,10:07:25 AM,81,167.568,28.63705635,30.6205616,34.24811172
5/3/2018,10:07:25 AM,351,167.838,28.62493324,30.6205616,34.24811172
5/3/2018,10:07:25 AM,621,168.108,28.6006794,30.63248062,34.31747818
5/3/2018,10:07:26 AM,162,168.649,28.68554306,30.66823387,34.36370087
5/3/2018,10:07:26 AM,432,168.919,28.67342377,30.71588516,34.42145538
5/3/2018,10:07:26 AM,702,169.189,28.63705635,30.66823387,34.39835739
5/3/2018,10:07:26 AM,972,169.459,28.61280632,30.65631676,34.34059143
5/3/2018,10:07:27 AM,243,169.73,28.58855057,30.63248062,34.27123642
5/3/2018,10:07:27 AM,513,170,28.66130257,30.69206047,34.40990448
5/3/2018,10:07:27 AM,783,170.27,28.64917946,30.70397377,34.35214615
5/3/2018,10:07:28 AM,324,170.811,28.67342377,30.69206047,34.47917938
5/3/2018,10:07:28 AM,594,171.081,28.73400879,30.70397377,34.40990448
5/3/2018,10:07:28 AM,864,171.351,28.74612236,30.72779465,34.46763611
5/3/2018,10:07:29 AM,135,171.622,28.75823402,30.72779465,34.43300247
5/3/2018,10:07:29 AM,675,172.162,28.67342377,30.66823387,34.36370087
5/3/2018,10:07:29 AM,945,172.432,28.63705635,30.65631676,34.38680649
5/3/2018,10:07:30 AM,216,172.703,28.64917946,30.66823387,34.37525177
5/3/2018,10:07:30 AM,486,172.973,28.63705635,30.70397377,34.32903671
5/3/2018,10:07:30 AM,756,173.243,28.62493324,30.66823387,34.34059143
5/3/2018,10:07:31 AM,27,173.514,28.67342377,30.71588516,34.46763611
5/3/2018,10:07:31 AM,297,173.784,28.69766045,30.73970413,34.45609283
5/3/2018,10:07:31 AM,837,174.324,28.73400879,30.73970413,34.37525177
5/3/2018,10:07:32 AM,108,174.595,28.68554306,30.75161171,34.39835739
5/3/2018,10:07:32 AM,378,174.865,28.72189331,30.73970413,34.42145538
5/3/2018,10:07:32 AM,648,175.135,28.67342377,30.72779465,34.42145538
5/3/2018,10:07:32 AM,918,175.405,28.64917946,30.71588516,34.38680649
5/3/2018,10:07:33 AM,189,175.676,28.69766045,30.77542305,34.42145538
5/3/2018,10:07:33 AM,189,175.676,28.69766045,30.77542305,34.42145538
5/3/2018,10:07:33 AM,459,175.946,28.75823402,30.81113052,34.49072266
5/3/2018,10:07:33 AM,729,176.216,28.81877518,30.87062073,34.54841614
5/3/2018,10:07:34 AM,270,176.757,28.77034378,30.85872459,34.44454956
5/3/2018,10:07:34 AM,540,177.027,28.83087921,30.89440918,34.57148361
5/3/2018,10:07:34 AM,810,177.297,28.81877518,30.88251495,34.53688049
5/3/2018,10:07:35 AM,81,177.568,28.80666924,30.88251495,34.55995178
5/3/2018,10:07:35 AM,351,177.838,28.85508347,30.9063015,34.58301926
5/3/2018,10:07:35 AM,621,178.108,28.86718369,30.91819191,34.53688049
5/3/2018,10:07:35 AM,891,178.378,28.81877518,30.83493042,34.50226212
5/3/2018,10:07:36 AM,162,178.649,28.84298134,30.87062073,34.53688049
5/3/2018,10:07:36 AM,702,179.189,28.81877518,30.88251495,34.53688049
5/3/2018,10:07:36 AM,972,179.459,28.83087921,30.84682846,34.53688049
5/3/2018,10:07:36 AM,972,179.459,28.83087921,30.84682846,34.53688049
5/3/2018,10:07:37 AM,243,179.73,28.84298134,30.87062073,34.57148361
5/3/2018,10:07:37 AM,513,180,28.80666924,30.84682846,34.50226212
5/3/2018,10:07:37 AM,783,180.27,28.80666924,30.94196892,34.52534103
5/3/2018,10:07:38 AM,54,180.541,28.83087921,30.89440918,34.55995178
5/3/2018,10:07:38 AM,324,180.811,28.84298134,30.93008041,34.62913895
5/3/2018,10:07:38 AM,594,181.081,28.81877518,30.91819191,34.57148361
5/3/2018,10:07:39 AM,135,181.622,28.80666924,30.88251495,34.52534103
5/3/2018,10:07:39 AM,405,181.892,28.78245354,30.9063015,34.53688049
5/3/2018,10:07:39 AM,675,182.162,28.68554306,30.84682846,34.45609283
5/3/2018,10:07:39 AM,945,182.432,28.80666924,30.87062073,34.49072266
5/3/2018,10:07:40 AM,216,182.703,28.79456139,30.94196892,34.52534103
5/3/2018,10:07:40 AM,486,182.973,28.75823402,30.87062073,34.55995178
5/3/2018,10:07:40 AM,756,183.243,28.80666924,30.96574211,34.66371918
5/3/2018,10:07:41 AM,27,183.514,28.80666924,30.9063015,34.67524338
5/3/2018,10:07:41 AM,567,184.054,28.79456139,30.91819191,34.61761093
5/3/2018,10:07:41 AM,837,184.324,28.80666924,30.91819191,34.55995178
5/3/2018,10:07:42 AM,108,184.595,28.79456139,30.88251495,34.53688049
5/3/2018,10:07:42 AM,378,184.865,28.77034378,30.87062073,34.50226212
5/3/2018,10:07:42 AM,378,184.865,28.77034378,30.87062073,34.50226212
5/3/2018,10:07:43 AM,189,185.676,28.85508347,30.94196892,34.6060791
5/3/2018,10:07:43 AM,459,185.946,28.83087921,30.95385742,34.6060791
5/3/2018,10:07:43 AM,729,186.216,28.80666924,30.95385742,34.59455109
5/3/2018,10:07:43 AM,999,186.486,28.86718369,30.98951149,34.66371918
5/3/2018,10:07:44 AM,270,186.757,28.91557503,31.01327515,34.72133255
5/3/2018,10:07:44 AM,540,187.027,28.9518528,31.04891205,34.70981216
5/3/2018,10:07:44 AM,810,187.297,28.92766953,31.04891205,34.70981216
5/3/2018,10:07:45 AM,351,187.838,28.98812103,31.10828209,34.73284912
5/3/2018,10:07:45 AM,621,188.108,28.93976212,31.12015343,34.77891541
5/3/2018,10:07:45 AM,891,188.378,28.96394348,31.19135094,34.8479805
5/3/2018,10:07:46 AM,162,188.649,28.9518528,31.12015343,34.80194092
5/3/2018,10:07:46 AM,432,188.919,28.96394348,31.13202095,34.77891541
5/3/2018,10:07:46 AM,702,189.189,28.93976212,31.10828209,34.79042816
5/3/2018,10:07:46 AM,972,189.459,28.98812103,31.13202095,34.85948563
5/3/2018,10:07:47 AM,513,190,28.92766953,31.14389038,34.73284912
5/3/2018,10:07:47 AM,783,190.27,28.97603416,31.1557579,34.79042816
5/3/2018,10:07:48 AM,54,190.541,29.0002079,31.16762352,34.76739883
5/3/2018,10:07:48 AM,324,190.811,28.96394348,31.14389038,34.83647156
5/3/2018,10:07:48 AM,594,191.081,29.04854202,31.26250648,34.89400101
5/3/2018,10:07:49 AM,135,191.622,29.0002079,31.20321274,34.80194092
5/3/2018,10:07:49 AM,405,191.892,29.03646088,31.20321274,34.97449875
5/3/2018,10:07:49 AM,675,192.162,28.98812103,31.19135094,34.8479805
5/3/2018,10:07:49 AM,945,192.432,29.0002079,31.16762352,34.85948563
5/3/2018,10:07:50 AM,216,192.703,28.97603416,31.13202095,34.8479805
5/3/2018,10:07:50 AM,756,193.243,28.96394348,31.19135094,34.88249969
5/3/2018,10:07:51 AM,27,193.514,28.9518528,31.17948723,34.8479805
5/3/2018,10:07:51 AM,297,193.784,29.01229286,31.20321274,34.89400101
5/3/2018,10:07:51 AM,567,194.054,28.96394348,31.19135094,34.90550613
5/3/2018,10:07:51 AM,837,194.324,29.06062317,31.25065041,34.92850494
5/3/2018,10:07:52 AM,108,194.595,28.98812103,31.22693443,34.87099457
5/3/2018,10:07:52 AM,648,195.135,29.02437782,31.22693443,34.91700745
5/3/2018,10:07:52 AM,918,195.405,29.07270241,31.20321274,34.97449875
5/3/2018,10:07:53 AM,189,195.676,29.14515114,31.28621483,34.98599243
5/3/2018,10:07:53 AM,459,195.946,29.1089325,31.33361816,34.99748611
5/3/2018,10:07:53 AM,729,196.216,28.98812103,31.16762352,34.81345367
5/3/2018,10:07:53 AM,999,196.486,28.98812103,31.26250648,34.91700745
5/3/2018,10:07:54 AM,270,196.757,28.9518528,31.20321274,34.80194092
5/3/2018,10:07:54 AM,810,197.297,28.93976212,31.20321274,34.8479805
5/3/2018,10:07:55 AM,81,197.568,28.9518528,31.19135094,34.80194092
5/3/2018,10:07:55 AM,351,197.838,28.97603416,31.19135094,34.74436951
5/3/2018,10:07:55 AM,621,198.108,29.04854202,31.20321274,34.88249969
5/3/2018,10:07:55 AM,891,198.378,28.9518528,31.12015343,34.77891541
5/3/2018,10:07:56 AM,162,198.649,28.98812103,31.17948723,34.89400101
5/3/2018,10:07:56 AM,432,198.919,29.01229286,31.19135094,34.8479805
5/3/2018,10:07:56 AM,702,199.189,29.01229286,31.20321274,34.83647156
5/3/2018,10:07:57 AM,243,199.73,28.98812103,31.1557579,34.85948563
5/3/2018,10:07:57 AM,513,200,29.01229286,31.16762352,34.83647156
5/3/2018,10:07:57 AM,783,200.27,29.02437782,31.22693443,34.94000626
5/3/2018,10:07:58 AM,54,200.541,29.07270241,31.23879242,34.89400101
5/3/2018,10:07:58 AM,324,200.811,29.03646088,31.26250648,34.90550613
5/3/2018,10:07:58 AM,864,201.351,29.03646088,31.28621483,34.89400101
5/3/2018,10:07:59 AM,135,201.622,29.04854202,31.28621483,34.88249969
