Plot 1 FLIR USB Video,,,,,,,,
,,,,,,,,
,,,,Sp1.Value,Sp2.Value,Sp3.Value,Sp4.Value,Sp5.Value
Emissivity,,,,0.9499999881,0.9499999881,0.9499999881,0.9499999881,0.9499999881
Distance,,,,1,1,1,1,1
Reflected temperature,,,,19.9999939,19.9999939,19.9999939,19.9999939,19.9999939
Location X,,,,36,282,283,166,34
Location Y,,,,115,58,113,116,58
Size X,,,,,,,,
Size Y,,,,,,,,
Surface (pixels),,,,,,,,
,,,,,,,,
Date,Time,Milliseconds,Relative time,Sp1.Value,Sp2.Value,Sp3.Value,Sp4.Value,Sp5.Value
4/20/2018,12:08:40 PM,486,60.811,27.66305351,24.7154274,24.47677231,25.2911377,24.70287895
4/20/2018,12:08:40 PM,756,61.081,27.68750381,24.74052048,24.43904305,25.2911377,24.74052048
4/20/2018,12:08:41 PM,26,61.351,27.66305351,24.7154274,24.43904305,25.27865219,24.77814674
4/20/2018,12:08:41 PM,297,61.622,27.6997261,24.7530632,24.50191689,25.32858086,24.79068756
4/20/2018,12:08:41 PM,567,61.892,27.73638916,24.66522598,24.46419716,25.35353661,24.7530632
4/20/2018,12:08:41 PM,837,62.162,27.6997261,24.64011765,24.46419716,25.2911377,24.76560593
4/20/2018,12:08:42 PM,108,62.433,27.62636757,24.64011765,24.40130234,25.26616669,24.72797394
4/20/2018,12:08:42 PM,378,62.703,27.71194839,24.66522598,24.43904305,25.27865219,24.74052048
4/20/2018,12:08:42 PM,918,63.243,27.6997261,24.72797394,24.40130234,25.2911377,24.70287895
4/20/2018,12:08:43 PM,189,63.514,27.6997261,24.64011765,24.38871765,25.30361938,24.72797394
4/20/2018,12:08:43 PM,459,63.784,27.72416878,24.69033051,24.50191689,25.32858086,24.7530632
4/20/2018,12:08:43 PM,729,64.054,27.72416878,24.62756157,24.47677231,25.30361938,24.74052048
4/20/2018,12:08:43 PM,999,64.324,27.73638916,24.7154274,24.50191689,25.34106064,24.76560593
4/20/2018,12:08:44 PM,270,64.595,27.80967903,24.74052048,24.56475639,25.41590309,24.82829857
4/20/2018,12:08:44 PM,540,64.865,27.73638916,24.69033051,24.4516201,25.32858086,24.81576347
4/20/2018,12:08:44 PM,810,65.135,27.72416878,24.66522598,24.50191689,25.35353661,24.77814674
4/20/2018,12:08:45 PM,351,65.676,27.71194839,24.76560593,24.52705765,25.34106064,24.82829857
4/20/2018,12:08:45 PM,621,65.946,27.72416878,24.7154274,24.50191689,25.35353661,24.77814674
4/20/2018,12:08:45 PM,891,66.216,27.80967903,24.72797394,24.53962517,25.34106064,24.82829857
4/20/2018,12:08:46 PM,162,66.487,27.80967903,24.76560593,24.5773201,25.41590309,24.89095497
4/20/2018,12:08:46 PM,432,66.757,27.78525352,24.7154274,24.50191689,25.32858086,24.81576347
4/20/2018,12:08:46 PM,702,67.027,27.82188797,24.76560593,24.56475639,25.37848854,24.81576347
4/20/2018,12:08:46 PM,972,67.297,27.88292122,24.79068756,24.6024437,25.44083977,24.85336494
4/20/2018,12:08:47 PM,243,67.568,27.88292122,24.80322647,24.62756157,25.41590309,24.87842751
4/20/2018,12:08:47 PM,783,68.108,27.83409691,24.77814674,24.5898819,25.40343285,24.90348244
4/20/2018,12:08:48 PM,53,68.378,27.83409691,24.79068756,24.64011765,25.41590309,24.86589622
4/20/2018,12:08:48 PM,324,68.649,27.87071609,24.81576347,24.6024437,25.44083977,24.87842751
4/20/2018,12:08:48 PM,594,68.919,27.91952515,24.84083176,24.67777824,25.44083977,24.85336494
4/20/2018,12:08:48 PM,864,69.189,27.82188797,24.79068756,24.5898819,25.37848854,24.81576347
4/20/2018,12:08:49 PM,135,69.46,27.78525352,24.77814674,24.5898819,25.39096069,24.82829857
4/20/2018,12:08:49 PM,405,69.73,27.87071609,24.82829857,24.62756157,25.44083977,24.916008
4/20/2018,12:08:49 PM,945,70.27,27.85851097,24.79068756,24.6024437,25.39096069,24.86589622
4/20/2018,12:08:50 PM,216,70.541,27.88292122,24.80322647,24.6024437,25.44083977,24.89095497
4/20/2018,12:08:50 PM,486,70.811,27.84630585,24.84083176,24.64011765,25.42837334,24.87842751
4/20/2018,12:08:50 PM,756,71.081,27.88292122,24.77814674,24.61500359,25.4533062,24.89095497
4/20/2018,12:08:51 PM,26,71.351,27.85851097,24.79068756,24.5898819,25.42837334,24.92853355
4/20/2018,12:08:51 PM,297,71.622,27.90732384,24.81576347,24.61500359,25.44083977,24.87842751
4/20/2018,12:08:51 PM,837,72.162,27.91952515,24.82829857,24.65267181,25.51561737,24.95357704
4/20/2018,12:08:52 PM,108,72.433,27.82188797,24.72797394,24.56475639,25.40343285,24.84083176
4/20/2018,12:08:52 PM,378,72.703,27.84630585,24.7154274,24.50191689,25.40343285,24.84083176
4/20/2018,12:08:52 PM,648,72.973,27.79746628,24.72797394,24.52705765,25.40343285,24.81576347
4/20/2018,12:08:52 PM,918,73.243,27.79746628,24.82829857,24.5773201,25.41590309,24.84083176
4/20/2018,12:08:53 PM,189,73.514,27.83409691,24.74052048,24.5773201,25.41590309,24.84083176
4/20/2018,12:08:53 PM,729,74.054,27.83409691,24.72797394,24.56475639,25.39096069,24.86589622
